NAME, STREET, CITY, STATE, ZIP, LATITUDE, LONGITUDE, DISTRICT, REPRESENTATIVE, SENATOR 1, SENATOR 2 
TREEHOUSE EASTHAMPTON, 212 PARK STREET, Easthampton, MA, 01027, 42.250604, -72.679204, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
TRINITY TERRACE, 12 Trinity Terrace, Boston - Dorchester, MA, 02121, 42.300962, -71.077703, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
UNITED FRONT HOMES, 285 ASH STREET, New Bedford, MA, 02740, 41.635578, -70.935688, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
UNQUITY HOUSE, 30 CURTIS ROAD, Milton, MA, 02186, 42.265978, -71.093142, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
UPHAMS CORNER MARKET, 612 COLUMBIA RD, Boston - Dorchester, MA, 02125, 42.317882, -71.064481, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
UPTON INN, 135 MAIN STREET, Upton, MA, 01568, 42.170022, -71.622836, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
VAN NESS TERRACE, 238 WARREN ST, Boston - Roxbury, MA, 02119, 42.322541, -71.082194, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
VERDEAN GARDENS, 99 ACUSHNET AVE, New Bedford, MA, 02740, 41.623450, -70.923297, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
VILL @ HOSPITAL HILL II, 1 Village Hill Road, Northampton, MA, 01060, 42.300305, -72.673658, MA-2, Richard Neal (D), Edward Kennedy (D), John Kerry (D) 
VLG @ MANSFIELD DEPOT I, 9 FRANCIS AVE, Mansfield, MA, 02048, 42.040258, -71.212066, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
VLG @ MANSFIELD DEPOT II, 9 FRANCIS AVENUE, Mansfield, MA, 02048, 42.040258, -71.212066, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
WAKEFIELD PLACE, 194 CENTRAL STREET, Gardner, MA, 01440, 42.577146, -71.992688, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
WARREN HOUSE, 1600 WASHINGTON ST, Newton, MA, 02465, 42.343660, -71.235833, MA-4, Barney Frank (D), Edward Kennedy (D), John Kerry (D) 
WATERFORD PLACE, 180 SHAWMUT AVE, Boston - South End, MA, 02118, 42.344821, -71.066381, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
WAVERLEY WOODS, 10 Olmsted Drive, Belmont, MA, 02478, 0.000000, 0.000000, , , ,  
WEST STOUGHTON VILLAGE, 11 KRISTEN DRIVE, Stoughton, MA, 02072, 42.136076, -71.144021, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
WESTWOOD GLEN, 21 WESTWOOD GLEN RD, Westwood, MA, 02090, 42.203634, -71.235764, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
WHITEHALL ESTATE, 790 FALMOUTH RD, Barnstable, MA, 02601, 41.660754, -70.316259, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
WHITNEY CARRIAGE PARK, 124 WATER ST, Leominster, MA, 01453, 42.527557, -71.754336, MA-1, John Olver (D), Edward Kennedy (D), John Kerry (D) 
WILKINS GLEN, 909 WILKINS GLEN RD, Medfield, MA, 02052, 42.191059, -71.300555, MA-9, Stephen Lynch (D), Edward Kennedy (D), John Kerry (D) 
WOLLASTON MANOR, 91 CLAY STREET, Quincy, MA, 02170, 42.265538, -71.015839, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
WOODLAND @ ABINGTON STA, 9 WOODLANDS WAY, Abington, MA, 02351, 42.103321, -70.935513, MA-10, William Delahunt (D), Edward Kennedy (D), John Kerry (D) 
YEE REALTY, 21 EDINBORO ST, Boston - Chinatown, MA, 02111, 42.351800, -71.059878, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
ZELMA LACEY HOUSE, 9 WEST SCHOOL STREET, Boston - Charlestown, MA, 02129, 42.376057, -71.067005, MA-8, Michael Capuano (D), Edward Kennedy (D), John Kerry (D) 
, , , , , 0.000000, 0.000000, , , ,  
